Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,MonthlyIncome,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceRatio,PromotionGap,IncomePerLevel,CompanySwitchRate,RoleStability,PromotionDelay,LowIncomeFlag,Feedback,Sentiment,Attrition_Risk,Risk_Score,Risk_Level,Productivity_Risk_Score,Productivity_Risk_Level,Attrition_Risk_%,AgeGroup
98,41,0,Travel Rarely,Data Science,26,Master's,5,Male,65680,3,1,Manager,4,Divorced,8,Yes,46,17,2,4,1,5,0.222222222,-1,65680,0.470588235,0.25,12,0,Good work life balance,0.7,0.042466991,4.246699088,Low Risk,33.10235866,Medium,4.246699088,40-50
99,28,0,No Travel,Network Administration,3,Graduation,4,Male,177267,5,2,Help Desk,1,Single,2,Yes,95,1,4,0,5,5,0,-5,88633.5,2,inf,-4,0,Career growth is good,0.7,0.004671059,0.46710592,Low Risk,35.3765481,Medium,0.46710592,18-30
100,34,0,Travel Rarely,IT Services,13,Graduation,1,Male,156099,4,7,Director,4,Divorced,0,No,0,2,1,0,7,5,0,-5,22299.85714,0,inf,-3,0,I am happy with my team,0.8,0.092164549,9.21645491,Low Risk,22.21466851,Low,9.21645491,30-40
101,25,0,Travel Rarely,IT Services,38,Master's,3,Male,167872,4,3,Consultant,2,Divorced,6,No,55,6,5,9,2,3,1.285714286,6,55957.33333,1,0.222222222,3,0,Good work life balance,0.7,0.01387944,1.387944038,Low Risk,38.48022542,Medium,1.387944038,18-30
102,52,0,Travel Rarely,Data Science,28,Master's,5,Female,137821,5,7,Developer,2,Married,0,No,10,8,5,0,9,4,0,-4,19688.71429,0,inf,4,0,Good work life balance,0.7,0.00442,0.441999955,Low Risk,26.54858823,Low,0.441999955,50-60
103,52,0,No Travel,Network Administration,14,Graduation,4,Male,78033,2,2,HR,5,Divorced,9,No,91,11,5,0,1,1,0,-1,39016.5,0.818181818,inf,10,0,Career growth is good,0.7,0.007456108,0.745610797,Low Risk,35.42569602,Medium,0.745610797,50-60
104,50,0,Travel Rarely,IT Services,1,Below College,1,Female,161192,1,6,Consultant,3,Divorced,5,No,93,19,4,0,5,3,0,-3,26865.33333,0.263157895,inf,16,0,Good work life balance,0.7,0.199542689,19.95426887,Low Risk,68.22722392,Medium,19.95426887,40-50
105,22,0,Travel Frequently,Software Development,28,Master's,4,Female,133357,3,3,Director,1,Divorced,2,No,24,15,1,2,4,4,0.125,-2,44452.33333,0.133333333,2,11,0,I am happy with my team,0.8,0.122740494,12.27404943,Low Risk,60.98953813,Medium,12.27404943,18-30
106,59,1,Travel Rarely,Data Science,36,Master's,3,Female,94738,2,1,QA Analyst,2,Married,2,No,42,17,2,2,5,4,0.111111111,-2,94738,0.117647059,2.5,13,0,Poor management support,-0.4,0.785398972,78.53989724,High Risk,75.62468775,High,78.53989724,50-60
107,56,0,Travel Frequently,Data Science,50,Graduation,1,Female,181462,1,1,Developer,4,Single,6,No,25,2,1,3,7,1,1,2,181462,3,2.333333333,1,0,I am happy with my team,0.8,0.800252673,80.02526729,High Risk,70.00445893,High,80.02526729,50-60
108,58,0,Travel Rarely,Cyber Security,11,Degree,5,Female,195693,5,5,IT,5,Married,0,No,25,9,4,4,5,7,0.4,-3,39138.6,0,1.25,2,0,Supportive management,0.5,0.002794058,0.279405831,Low Risk,0.049306911,Low,0.279405831,50-60
109,45,0,Travel Rarely,Cyber Security,43,Graduation,5,Male,83326,2,5,Developer,1,Single,7,No,7,0,2,2,10,6,2,-4,16665.2,inf,5,-6,0,Career growth is good,0.7,0.367330524,36.73305243,Medium Risk,77.07053866,High,36.73305243,40-50
110,24,0,Travel Rarely,Cyber Security,40,Graduation,5,Female,86665,3,8,Support,2,Divorced,8,Yes,67,15,4,9,3,1,0.5625,8,10833.125,0.533333333,0.333333333,14,0,I am happy with my team,0.8,0.024571929,2.457192851,Low Risk,50.43362227,Medium,2.457192851,18-30
111,26,0,Travel Rarely,Network Administration,4,Graduation,5,Male,183111,1,8,Business Analyst,5,Married,5,No,66,13,5,6,5,3,0.428571429,3,22888.875,0.384615385,0.833333333,10,0,I am happy with my team,0.8,0.00377223,0.377222986,Low Risk,47.12539229,Medium,0.377222986,18-30
112,25,1,Travel Rarely,Data Science,34,Degree,1,Male,165988,5,7,QA Analyst,2,Single,7,No,58,7,2,8,6,7,1,1,23712.57143,1,0.75,0,0,Poor management support,-0.4,0.801579768,80.15797681,High Risk,40.61611356,Medium,80.15797681,18-30
113,29,1,Travel Frequently,Cyber Security,1,Master's,3,Male,145427,1,8,QA Analyst,2,Married,5,No,42,0,2,5,8,8,5,-3,18178.375,inf,1.6,-8,0,Salary is low,0,0.618914895,61.89148952,Medium Risk,84.45143933,High,61.89148952,18-30
114,51,0,Travel Rarely,Data Science,10,Degree,1,Male,83536,3,8,Help Desk,2,Single,3,No,50,8,2,4,6,3,0.444444444,1,10442,0.375,1.5,5,0,I am happy with my team,0.8,0.251759451,25.17594506,Low Risk,54.44281383,Medium,25.17594506,50-60
115,50,0,Travel Rarely,Software Development,17,Graduation,5,Female,117876,5,1,Manager,5,Single,0,Yes,42,0,5,7,7,3,7,4,117876,0,1,-3,0,Supportive management,0.5,0.000579028,0.05790282,Low Risk,0.010218145,Low,0.05790282,40-50
116,40,0,Travel Rarely,Cyber Security,7,Master's,3,Male,145559,4,8,Director,3,Single,3,Yes,13,15,2,3,7,2,0.1875,1,18194.875,0.2,2.333333333,13,0,Supportive management,0.5,0.038761784,3.876178358,Low Risk,30.09579618,Medium,3.876178358,30-40
117,41,0,Travel Rarely,Data Science,39,Below College,2,Male,56573,4,2,Manager,2,Divorced,6,No,7,3,4,0,0,7,0,-7,28286.5,2,0,-4,0,Career growth is good,0.7,0.119280063,11.92800633,Low Risk,40.34023641,Medium,11.92800633,40-50
118,54,0,Travel Rarely,Network Administration,13,Master's,2,Male,144093,2,6,Developer,1,Married,1,No,41,9,4,7,1,4,0.7,3,24015.5,0.111111111,0.142857143,5,0,I am happy with my team,0.8,0.068981818,6.89818185,Low Risk,71.8055615,High,6.89818185,50-60
119,52,0,Travel Rarely,Network Administration,22,Master's,1,Female,155027,5,2,Developer,5,Married,7,Yes,2,18,1,6,4,0,0.315789474,6,77513.5,0.388888889,0.666666667,18,0,I am happy with my team,0.8,0.060362292,6.036229207,Low Risk,1.065216919,Low,6.036229207,50-60
120,61,0,Travel Rarely,Network Administration,1,Graduation,5,Female,140168,5,5,IT,2,Married,10,No,86,6,3,8,8,2,1.142857143,6,28033.6,1.666666667,1,4,0,Good work life balance,0.7,0.006844636,0.684463604,Low Risk,26.59137593,Low,0.684463604,
121,57,0,Travel Rarely,Cyber Security,28,Graduation,2,Male,136337,2,2,Manager,5,Single,8,No,80,2,5,9,1,6,3,3,68168.5,4,0.111111111,-4,0,Good work life balance,0.7,0.0729741,7.297409972,Low Risk,36.58189588,Medium,7.297409972,50-60
122,39,0,Travel Rarely,Network Administration,33,Master's,2,Male,59958,1,2,Support,1,Single,0,No,41,6,2,5,8,0,0.714285714,5,29979,0,1.6,6,0,Supportive management,0.5,0.343560983,34.35609832,Medium Risk,88.41578206,High,34.35609832,30-40
123,44,0,Travel Frequently,IT Services,13,Degree,4,Female,119950,2,2,Help Desk,1,Married,7,No,34,7,5,4,3,5,0.5,-1,59975,1,0.75,2,0,Supportive management,0.5,0.055754977,5.575497719,Low Risk,71.57214666,High,5.575497719,40-50
124,52,0,Travel Rarely,Software Development,1,Below College,4,Male,54947,5,2,Manager,4,Married,9,No,51,15,5,1,1,3,0.0625,-2,27473.5,0.6,1,12,0,I am happy with my team,0.8,0.001676768,0.167676781,Low Risk,8.853119432,Low,0.167676781,50-60
125,18,0,Travel Rarely,Data Science,38,Master's,3,Female,81004,4,3,Software Engineer,4,Single,2,No,44,1,2,3,9,1,1.5,2,27001.33333,2,3,0,0,Good work life balance,0.7,0.024188723,2.418872271,Low Risk,21.01509511,Low,2.418872271,
126,52,1,Travel Rarely,IT Services,25,Graduation,3,Female,104271,1,5,Help Desk,3,Married,3,No,98,17,3,3,6,8,0.166666667,-5,20854.2,0.176470588,2,9,0,No promotion opportunities,0,0.825008438,82.50084379,High Risk,79.26485479,High,82.50084379,50-60
127,54,0,Travel Rarely,Cyber Security,42,Graduation,5,Female,141316,5,1,Manager,4,Married,5,No,81,7,4,5,4,3,0.625,2,141316,0.714285714,0.8,4,0,Good work life balance,0.7,0.007407258,0.740725837,Low Risk,8.954245736,Low,0.740725837,50-60
128,31,1,Travel Rarely,Data Science,21,Degree,2,Female,161568,3,8,Director,5,Single,4,No,1,15,5,0,2,4,0,-4,20196,0.266666667,inf,11,0,No promotion opportunities,0,0.072000585,7.200058523,Low Risk,24.80001033,Low,7.200058523,30-40
129,20,0,Travel Frequently,Data Science,33,Degree,1,Male,78186,4,1,Help Desk,4,Single,3,Yes,76,20,2,6,5,3,0.285714286,3,78186,0.15,0.833333333,17,0,Good work life balance,0.7,0.245709051,24.57090506,Low Risk,24.92427736,Low,24.57090506,18-30
130,18,0,Travel Rarely,Network Administration,37,Graduation,1,Female,154040,4,3,IT,5,Single,5,Yes,47,10,2,3,0,3,0.272727273,0,51346.66667,0.5,0,7,0,Supportive management,0.5,0.095709893,9.570989346,Low Risk,13.453704,Low,9.570989346,
131,22,0,No Travel,Data Science,34,Graduation,4,Male,104187,2,5,QA Analyst,5,Divorced,6,No,64,18,5,6,2,0,0.315789474,6,20837.4,0.333333333,0.333333333,18,0,Good work life balance,0.7,0.008052432,0.805243193,Low Risk,35.43621939,Medium,0.805243193,18-30
132,43,0,Travel Rarely,Data Science,3,Degree,3,Male,36877,5,7,Business Analyst,3,Divorced,8,No,70,10,4,6,4,2,0.545454545,4,5268.142857,0.8,0.666666667,8,0,Career growth is good,0.7,0.008939048,0.893904763,Low Risk,17.80480672,Low,0.893904763,40-50
133,31,0,Travel Frequently,Software Development,30,Degree,5,Male,96967,5,6,Developer,5,Divorced,10,No,8,18,4,0,4,1,0,-1,16161.16667,0.555555556,inf,17,0,Supportive management,0.5,0.005324048,0.532404804,Low Risk,0.093953789,Low,0.532404804,30-40
134,56,0,Travel Frequently,Cyber Security,3,Master's,4,Female,167462,2,3,IT,4,Married,8,No,47,19,3,7,5,0,0.35,7,55820.66667,0.421052632,0.714285714,19,0,Career growth is good,0.7,0.022023643,2.202364304,Low Risk,44.50629958,Medium,2.202364304,50-60
135,44,0,Travel Rarely,IT Services,18,Degree,4,Female,137829,5,5,Technician,4,Married,1,No,74,5,5,2,7,6,0.333333333,-4,27565.8,0.2,3.5,-1,0,Good work life balance,0.7,0.004337853,0.433785307,Low Risk,8.90007976,Low,0.433785307,40-50
136,26,0,Travel Rarely,Network Administration,23,Degree,5,Male,54056,5,3,Business Analyst,2,Divorced,8,No,37,11,2,1,1,4,0.083333333,-3,18018.66667,0.727272727,1,7,0,I am happy with my team,0.8,0.010729481,1.072948125,Low Risk,26.65993202,Low,1.072948125,18-30
137,32,0,Travel Rarely,Software Development,8,Below College,5,Female,67141,4,7,Support,3,Married,3,Yes,70,9,4,5,3,3,0.5,2,9591.571429,0.333333333,0.6,6,0,Career growth is good,0.7,0.002798541,0.279854054,Low Risk,29.46115072,Low,0.279854054,30-40
138,32,0,No Travel,IT Services,9,Master's,2,Female,152338,1,2,Support,1,Married,1,No,49,8,5,7,5,6,0.777777778,1,76169,0.125,0.714285714,2,0,Supportive management,0.5,0.143368708,14.33687082,Low Risk,84.8829772,High,14.33687082,30-40
139,43,0,Travel Rarely,IT Services,2,Graduation,5,Male,184899,3,3,QA Analyst,1,Single,7,No,66,9,3,4,4,7,0.4,-3,61633,0.777777778,1,2,0,Good work life balance,0.7,0.028147862,2.814786217,Low Risk,59.32025639,Medium,2.814786217,40-50
140,59,0,Travel Rarely,Software Development,2,Degree,5,Male,195156,3,3,HR,2,Divorced,3,Yes,68,14,4,0,9,4,0,-4,65052,0.214285714,inf,10,0,Career growth is good,0.7,0.012591361,1.259136133,Low Risk,50.22220049,Medium,1.259136133,50-60
141,30,0,Travel Rarely,Network Administration,27,PhD,4,Male,184751,1,8,Software Engineer,4,Married,1,No,24,11,2,4,8,8,0.333333333,-4,23093.875,0.090909091,2,3,0,Supportive management,0.5,0.302229592,30.2229592,Medium Risk,61.21581633,Medium,30.2229592,18-30
142,49,0,Travel Rarely,Cyber Security,48,Master's,4,Female,67170,3,4,Developer,3,Single,2,No,32,16,2,6,8,4,0.352941176,2,16792.5,0.125,1.333333333,12,0,I am happy with my team,0.8,0.203837107,20.38371068,Low Risk,44.773596,Medium,20.38371068,40-50
143,56,1,No Travel,Software Development,39,Degree,1,Female,108920,1,7,HR,4,Married,8,Yes,45,14,4,0,7,3,0,-3,15560,0.571428571,inf,11,0,No promotion opportunities,0,0.896195667,89.61956669,High Risk,71.69757059,High,89.61956669,50-60
144,49,1,Travel Frequently,Software Development,36,Master's,1,Female,104100,5,7,Help Desk,2,Single,10,No,11,8,1,2,9,4,0.222222222,-2,14871.42857,1.25,4.5,4,0,High stress workload,0.16,0.903808987,90.38089872,High Risk,42.4201586,Medium,90.38089872,40-50
145,21,0,Travel Rarely,Software Development,5,PhD,1,Male,186373,2,5,Help Desk,1,Married,5,Yes,9,17,4,6,2,4,0.333333333,2,37274.6,0.294117647,0.333333333,13,0,Career growth is good,0.7,0.110398101,11.0398101,Low Risk,72.53643708,High,11.0398101,18-30
146,47,0,Travel Rarely,Network Administration,1,Master's,5,Female,128737,5,2,Manager,3,Single,9,Yes,17,6,3,1,10,4,0.142857143,-3,64368.5,1.5,10,2,0,I am happy with my team,0.8,0.00722814,0.72281404,Low Risk,17.77461424,Low,0.72281404,40-50
147,54,0,Travel Rarely,Software Development,22,Degree,2,Female,72703,2,3,QA Analyst,4,Single,9,No,99,12,5,7,0,2,0.538461538,5,24234.33333,0.75,0,10,0,I am happy with my team,0.8,0.053219341,5.321934069,Low Risk,45.05681189,Medium,5.321934069,50-60
148,40,0,No Travel,Software Development,10,Degree,4,Female,134257,1,2,QA Analyst,5,Married,4,No,63,16,5,5,6,5,0.294117647,0,67128.5,0.25,1.2,11,0,Supportive management,0.5,0.032316664,3.231666368,Low Risk,47.62911759,Medium,3.231666368,30-40
149,56,0,No Travel,Data Science,45,Graduation,3,Male,46123,5,8,IT,5,Married,6,No,89,4,2,4,1,3,0.8,1,5765.375,1.5,0.25,1,0,I am happy with my team,0.8,0.065230014,6.523001407,Low Risk,1.151117895,Low,6.523001407,50-60
150,62,0,Travel Rarely,Data Science,24,Degree,2,Male,113313,1,6,Developer,5,Married,1,No,93,11,4,4,7,3,0.333333333,1,18885.5,0.090909091,1.75,8,0,Good work life balance,0.7,0.147200103,14.72001035,Low Risk,49.65647241,Medium,14.72001035,
151,32,0,Travel Rarely,Data Science,15,Graduation,3,Female,118924,4,5,Help Desk,1,Divorced,10,Yes,45,12,3,9,8,4,0.692307692,5,23784.8,0.833333333,0.888888889,8,0,Career growth is good,0.7,0.12244126,12.24412603,Low Risk,49.21955165,Medium,12.24412603,30-40
152,60,0,No Travel,Data Science,33,Degree,5,Male,114661,1,7,Software Engineer,5,Divorced,8,No,18,2,4,8,10,0,2.666666667,8,16380.14286,4,1.25,2,0,Career growth is good,0.7,0.030282766,3.028276589,Low Risk,47.59322528,Medium,3.028276589,50-60
153,46,0,Travel Rarely,Software Development,50,Degree,3,Male,142700,5,8,Technician,5,Divorced,9,No,97,14,4,8,10,7,0.533333333,1,17837.5,0.642857143,1.25,7,0,Supportive management,0.5,0.293547145,29.35471447,Low Risk,5.180243731,Low,29.35471447,40-50
154,53,0,Travel Rarely,Data Science,23,Graduation,1,Female,82403,2,7,Support,2,Divorced,8,No,27,6,1,4,7,1,0.571428571,3,11771.85714,1.333333333,1.75,5,0,Good work life balance,0.7,0.603981603,60.39816034,Medium Risk,72.42320477,High,60.39816034,50-60
155,30,0,Travel Rarely,IT Services,14,Below College,4,Male,183210,4,1,Software Engineer,2,Divorced,9,No,23,5,4,3,0,7,0.5,-4,183210,1.8,0,-2,0,Supportive management,0.5,0.023480017,2.3480017,Low Risk,38.64964736,Medium,2.3480017,18-30
156,49,0,Travel Rarely,Cyber Security,18,Graduation,2,Male,79173,5,4,Business Analyst,2,Single,9,No,63,5,4,3,1,5,0.5,-2,19793.25,1.8,0.333333333,0,0,Good work life balance,0.7,0.043342826,4.334282639,Low Risk,27.23546164,Low,4.334282639,40-50
157,24,0,Travel Rarely,Data Science,25,Graduation,1,Male,106526,5,8,Developer,4,Divorced,7,Yes,79,12,3,7,9,0,0.538461538,7,13315.75,0.583333333,1.285714286,12,0,Supportive management,0.5,0.086455747,8.645574669,Low Risk,10.34921906,Low,8.645574669,18-30
158,39,0,No Travel,Network Administration,22,Degree,4,Female,94203,5,4,Software Engineer,5,Married,1,No,48,4,2,4,2,5,0.8,-1,23550.75,0.25,0.5,-1,0,Supportive management,0.5,0.009160199,0.916019872,Low Risk,0.161650566,Low,0.916019872,30-40
159,45,0,Travel Rarely,Cyber Security,44,PhD,1,Male,172333,4,5,QA Analyst,1,Single,5,Yes,88,16,5,6,6,1,0.352941176,5,34466.6,0.3125,1,15,0,Supportive management,0.5,0.22811362,22.81136203,Low Risk,51.084358,Medium,22.81136203,40-50
160,19,0,Travel Rarely,IT Services,44,Master's,2,Male,61477,5,4,Business Analyst,5,Divorced,3,No,100,5,5,4,4,0,0.666666667,4,15369.25,0.6,1,5,0,Supportive management,0.5,0.007230448,0.723044828,Low Risk,0.127596146,Low,0.723044828,18-30
161,59,0,Travel Rarely,Cyber Security,37,Graduation,5,Female,60393,2,1,Developer,5,Married,2,Yes,58,18,1,4,9,8,0.210526316,-4,60393,0.111111111,2.25,10,0,Career growth is good,0.7,0.391746083,39.17460832,Medium Risk,42.20728382,Medium,39.17460832,50-60
162,62,0,Travel Frequently,Cyber Security,7,Graduation,3,Male,165850,5,2,IT,4,Divorced,2,No,71,17,5,2,8,7,0.111111111,-5,82925,0.117647059,4,10,0,Career growth is good,0.7,0.022222025,2.222202526,Low Risk,9.215682799,Low,2.222202526,
163,23,0,Travel Rarely,IT Services,26,Degree,5,Male,77961,3,7,Manager,2,Divorced,8,No,28,18,4,8,5,0,0.421052632,8,11137.28571,0.444444444,0.625,18,0,Supportive management,0.5,0.015122192,1.512219193,Low Risk,50.26686221,Medium,1.512219193,18-30
164,45,0,Travel Rarely,Data Science,24,Degree,3,Male,30993,1,3,Software Engineer,5,Married,3,Yes,83,0,3,3,8,6,3,-3,10331,inf,2.666666667,-6,0,Career growth is good,0.7,0.170676501,17.06765011,Low Risk,50.07076178,Medium,17.06765011,40-50
165,45,0,Travel Rarely,IT Services,13,Degree,3,Male,126828,3,8,Business Analyst,3,Single,7,No,2,4,4,6,9,8,1.2,-2,15853.5,1.75,1.5,-4,0,I am happy with my team,0.8,0.112492279,11.24922792,Low Risk,43.16162846,Medium,11.24922792,40-50
166,61,0,Travel Frequently,Network Administration,41,Graduation,2,Female,105100,2,7,Business Analyst,3,Divorced,0,No,1,14,4,7,10,6,0.466666667,1,15014.28571,0,1.428571429,8,0,Career growth is good,0.7,0.55942327,55.94232703,Medium Risk,62.81335183,Medium,55.94232703,
167,61,0,Travel Rarely,IT Services,6,Below College,2,Male,93469,2,8,Business Analyst,2,Single,9,No,77,0,4,8,0,7,8,1,11683.625,inf,0,-7,0,I am happy with my team,0.8,0.123256815,12.32568155,Low Risk,63.93982616,Medium,12.32568155,
168,37,0,Travel Rarely,Software Development,21,Graduation,5,Male,110177,1,5,Business Analyst,2,Single,3,No,59,20,3,4,9,8,0.19047619,-4,22035.4,0.15,2.25,12,0,Good work life balance,0.7,0.256208493,25.62084928,Low Risk,78.05073811,High,25.62084928,30-40
169,47,0,Travel Rarely,Software Development,7,Degree,4,Female,77089,2,6,Support,5,Single,7,No,52,14,1,6,0,3,0.4,3,12848.16667,0.5,0,11,0,Career growth is good,0.7,0.043036433,4.303643275,Low Risk,36.05358411,Medium,4.303643275,40-50
170,28,0,Travel Rarely,Cyber Security,18,Master's,4,Female,147369,2,6,Business Analyst,3,Single,7,Yes,22,4,2,6,5,8,1.2,-2,24561.5,1.75,0.833333333,-4,0,I am happy with my team,0.8,0.145404599,14.54045987,Low Risk,55.50713998,Medium,14.54045987,18-30
171,45,0,No Travel,Data Science,15,Master's,5,Female,178835,5,5,IT,1,Divorced,9,Yes,51,13,2,3,9,4,0.214285714,-1,35767,0.692307692,3,9,0,Supportive management,0.5,0.063643186,6.364318646,Low Risk,36.4172327,Medium,6.364318646,40-50
172,42,1,Travel Frequently,Data Science,8,Degree,3,Male,182129,1,4,QA Analyst,1,Single,4,Yes,19,8,2,0,0,7,0,-7,45532.25,0.5,0,1,0,Poor management support,-0.4,0.684219731,68.42197313,Medium Risk,94.42740702,High,68.42197313,40-50
173,56,0,Travel Rarely,Software Development,16,Master's,2,Female,199228,3,3,HR,3,Single,6,No,33,20,5,6,1,8,0.285714286,-2,66409.33333,0.3,0.166666667,12,0,Supportive management,0.5,0.132950154,13.29501544,Low Risk,43.52264978,Medium,13.29501544,50-60
174,50,0,Travel Rarely,Network Administration,49,PhD,5,Male,48949,5,7,IT,2,Married,8,Yes,31,0,3,0,9,8,0,-8,6992.714286,inf,inf,-8,0,Good work life balance,0.7,0.164008636,16.40086361,Low Risk,29.36485828,Low,16.40086361,40-50
175,18,0,Travel Rarely,IT Services,3,Master's,4,Female,146988,5,4,Help Desk,4,Single,2,No,26,8,3,9,10,8,1,1,36747,0.25,1.111111111,0,0,Career growth is good,0.7,0.007935194,0.793519378,Low Risk,8.963562243,Low,0.793519378,
176,44,0,Travel Rarely,IT Services,45,Master's,3,Female,172889,3,4,Manager,4,Single,2,Yes,80,1,3,7,3,7,3.5,0,43222.25,2,0.428571429,-6,0,Good work life balance,0.7,0.100607179,10.06071791,Low Risk,34.12836198,Medium,10.06071791,40-50
177,30,0,Travel Frequently,IT Services,9,PhD,4,Male,32210,2,8,Software Engineer,1,Divorced,10,No,9,15,2,5,1,8,0.3125,-3,4026.25,0.666666667,0.2,7,0,Good work life balance,0.7,0.358937108,35.89371078,Medium Risk,76.92241955,High,35.89371078,18-30
178,58,0,Travel Rarely,Network Administration,47,Graduation,3,Male,117276,4,2,Business Analyst,2,Single,7,No,33,5,4,10,9,0,1.666666667,10,58638,1.4,0.9,5,0,I am happy with my team,0.8,0.056549622,5.654962236,Low Risk,39.23322863,Medium,5.654962236,50-60
179,20,0,Travel Rarely,Network Administration,26,Below College,4,Female,72065,4,2,Director,5,Married,3,No,31,6,4,5,3,1,0.714285714,4,36032.5,0.5,0.6,5,0,Career growth is good,0.7,0.001645798,0.164579825,Low Risk,11.79374938,Low,0.164579825,18-30
180,56,0,No Travel,IT Services,26,PhD,1,Male,124981,2,7,Support,3,Married,2,Yes,72,15,3,1,0,3,0.0625,-2,17854.42857,0.133333333,0,12,0,Good work life balance,0.7,0.274668919,27.46689189,Low Risk,57.78827504,Medium,27.46689189,50-60
181,23,0,Travel Rarely,IT Services,30,Degree,3,Female,42877,5,4,Software Engineer,1,Married,10,No,72,16,2,8,3,0,0.470588235,8,10719.25,0.625,0.375,16,0,I am happy with my team,0.8,0.052385457,5.238545737,Low Risk,36.21856689,Medium,5.238545737,18-30
182,25,0,Travel Rarely,Network Administration,27,Master's,3,Female,155329,3,1,Consultant,4,Single,9,Yes,41,13,3,3,8,5,0.214285714,-2,155329,0.692307692,2.666666667,8,0,Supportive management,0.5,0.206515947,20.65159466,Low Risk,35.99734023,Medium,20.65159466,18-30
183,44,0,Travel Frequently,IT Services,16,Master's,3,Male,161219,4,8,Software Engineer,4,Married,8,No,12,14,2,3,0,0,0.2,3,20152.375,0.571428571,0,14,0,I am happy with my team,0.8,0.016943193,1.694319313,Low Risk,20.88723282,Low,1.694319313,40-50
184,26,1,No Travel,Network Administration,48,Graduation,1,Female,192766,5,5,Consultant,5,Divorced,9,Yes,27,14,4,8,7,2,0.533333333,6,38553.2,0.642857143,0.875,12,0,Salary is low,0,0.286311851,28.63118511,Low Risk,5.052562079,Low,28.63118511,18-30
185,54,0,Travel Frequently,Cyber Security,4,Degree,1,Female,50076,4,8,Developer,5,Single,9,No,30,9,5,2,3,5,0.2,-3,6259.5,1,1.5,4,0,I am happy with my team,0.8,0.056127408,5.612740783,Low Risk,12.75518955,Low,5.612740783,50-60
186,50,0,Travel Frequently,Software Development,19,Degree,4,Male,101215,3,8,Business Analyst,4,Divorced,9,No,7,3,4,2,10,4,0.5,-2,12651.875,3,5,-1,0,Career growth is good,0.7,0.062340007,6.234000745,Low Risk,33.45305895,Medium,6.234000745,40-50
